"2","3","6","7","9","12","13"
0,0,0,0,1,1,1
0,0,1,1,0,0,1
0,1,0,1,0,1,0
1,0,1,0,0,1,0
0,1,1,0,1,0,0
1,1,0,0,0,0,1
1,0,0,1,1,0,0
